movieId,ImdbId,Title,Director,Budget,Cumulative Worldwide Gross,runtime
436,0107613,Mr. Wonderful,Anthony Minghella,13000000,3125424,98
437,0107614,Mrs. Doubtfire,Chris Columbus,25000000,441286195,125
438,0107653,Naked,Mike Leigh,0,1797195,131
439,0110657,The Next Karate Kid,Christopher Cain,12000000,15876353,107
440,0110678,No Escape,Martin Campbell,20000000,15339030,118
441,0110687,North,Rob Reiner,40000000,7182747,87
442,0107756,Orlando,Sally Potter,4000000,5410588,94
443,0107808,A Perfect World,Clint Eastwood,30000000,135130999,138
444,0107818,Philadelphia,Jonathan Demme,26000000,206678440,125
445,0107822,The Piano,Jane Campion,7000000,40185766,121
446,0107840,Poetic Justice,John Singleton,14000000,27515786,109
447,0107889,The Program,David S. Ward,15000000,23032565,112
448,0111003,The Puppet Masters,Stuart Orme,0,8647042,109
449,0110939,Radioland Murders,Mel Smith,15000000,1316865,108
450,0110955,The Ref,Ted Demme,11000000,11439193,97
451,0107943,The Remains of the Day,James Ivory,15000000,23240144,134
452,0110971,Renaissance Man,Penny Marshall,40000000,24332324,128
453,0107969,Rising Sun,Philip Kaufman,35000000,107198790,129
454,0111001,The Road to Wellville,Alan Parker,25000000,6562513,118
455,0107978,RoboCop 3,Fred Dekker,22000000,10696210,104
456,0107977,Robin Hood: Men in Tights,Mel Brooks,20000000,35739755,104
457,0107983,Romeo Is Bleeding,Peter Medak,11500000,3275585,110
458,0105275,Romper Stomper,Geoffrey Wright,0,175732,94
459,0108000,Ruby in Paradise,Victor Nunez,800000,1001437,114
460,0108002,Rudy,David Anspaugh,0,22881563,114
461,0105032,Savage Nights,Cyril Collard,0,662341,126
462,0108052,Schindler's List,Steven Spielberg,22000000,322161245,195
463,0111094,The Scout,Michael Ritchie,0,2694234,101
464,0108065,Searching for Bobby Fischer,Steven Zaillian,12000000,7266383,109
465,0108071,The Secret Garden,Agnieszka Holland,18000000,31181347,101
466,0111127,Serial Mom,John Waters,13000000,7823437,95
467,0111143,The Shadow,Russell Mulcahy,25000000,48063435,108
468,0108101,Shadowlands,Richard Attenborough,22000000,25842377,131
469,0108122,Short Cuts,Robert Altman,12000000,6110979,188
470,0111194,A Simple Twist of Fate,Gillies MacKinnon,0,3430583,106
471,0111201,Sirens,John Duigan,0,7770731,98
472,0108149,Six Degrees of Separation,Fred Schepisi,12000000,6405918,112
473,0108160,Sleepless in Seattle,Nora Ephron,21000000,227927165,105
474,0108162,Sliver,Phillip Noyce,40000000,116300000,107
475,0083658,Blade Runner,Ridley Scott,28000000,41767218,117
476,0108186,Son in Law,Steve Rash,8000000,36448400,95
477,0108174,So I Married an Axe Murderer,Thomas Schlamme,20000000,11585483,93
478,0108238,Striking Distance,Rowdy Herrington,30000000,24107867,102
479,0108255,Super Mario Bros.,Annabel Jankel,48000000,20928292,104
480,0111323,Surviving the Game,Ernest R. Dickerson,7400000,7727256,96
481,0111400,Terminal Velocity,Deran Sarafian,50000000,16487349,102
482,0108328,Thirty Two Short Films About Glenn Gould,François Girard,0,1319521,98
483,0111418,Threesome,Andrew Fleming,0,14815317,93
484,0107688,The Nightmare Before Christmas,Henry Selick,18000000,107800040,76
485,0108333,The Three Musketeers,Stephen Herek,30000000,53898845,105
486,0108358,Tombstone,George P. Cosmatos,25000000,56505065,130
487,0108399,True Romance,Tony Scott,13000000,13094586,119
488,0108515,The War Room,Chris Hegedus,0,901668,96
489,0110763,The Pagemaster,Pixote Hunt,27000000,13670688,80
490,0114906,Welcome to the Dollhouse,Todd Solondz,800000,4569882,88
491,0107002,Germinal,Claude Berri,164000000,0,160
492,0109403,Chasers,Dennis Hopper,0,1596687,102
493,0107315,Kika,Pedro Almodóvar,0,2020357,114
494,0106408,Bhaji on the Beach,Gurinder Chadha,0,740827,101
495,0110363,Little Big League,Andrew Scheinman,0,12267790,119
496,0107225,"Ciao, Professore!",Lina Wertmüller,0,1113435,100
497,0111252,Spanking the Monkey,David O. Russell,200000,1359736,100
498,0110366,The Little Rascals,Penelope Spheeris,23000000,67308282,82
499,0109120,Andre,George Miller,0,16820893,94
500,0108059,La scorta,Ricky Tognazzi,0,147107,96
501,0110892,Princess Caraboo,Michael Austin,0,3062530,97
502,0112651,The Celluloid Closet,Rob Epstein,0,1400591,102
503,0109382,Dear Diary,Nanni Moretti,0,173696,100
504,0112572,The Brady Bunch Movie,Betty Thomas,12000000,46576136,90
505,0099785,Home Alone,Chris Columbus,18000000,476684675,103
506,0099653,Ghost,Jerry Zucker,22000000,505703557,126
507,0103639,Aladdin,Ron Clements,28000000,504050219,90
508,0103064,Terminator 2: Judgment Day,James Cameron,102000000,517778573,137
509,0099348,Dances with Wolves,Kevin Costner,22000000,424208848,181
510,0096895,Batman,Tim Burton,35000000,411569241,126
511,0102926,The Silence of the Lambs,Jonathan Demme,19000000,272742922,118
512,0029583,Snow White and the Seven Dwarfs,Directors,1499000,185098309,83
513,0101414,Beauty and the Beast,Gary Trousdale,25000000,451291298,84
514,0032910,Pinocchio,Directors,2600000,121892045,88
515,0100405,Pretty Woman,Garry Marshall,14000000,463406268,119
516,0065214,The Wild Bunch,Sam Peckinpah,6244087,640561,135
517,0110395,Love and a .45,C.M. Talkington,0,35200,101
518,0109934,A Great Day in Harlem,Jean Bach,0,527034,0
519,0117247,One Fine Day,Michael Hoffman,0,97529550,108
520,0112625,Candyman: Farewell to the Flesh,Bill Condon,6000000,13941216,95
521,0116282,Fargo,Joel Coen,7000000,60611975,98
522,0116552,Homeward Bound II: Lost in San Francisco,David R. Ellis,0,32772492,88
523,0082509,Heavy Metal,Directors,9300000,547563,86
524,0116514,Hellraiser: Bloodline,Kevin Yagher,4000000,9336886,85
525,0117283,The Pallbearer,Matt Reeves,8000000,5656388,98
526,0116684,Jane Eyre,Franco Zeffirelli,0,5200601,112
527,0070506,Bread and Chocolate,Franco Brusati,0,0,100
528,0065421,The Aristocats,Wolfgang Reitherman,4000000,191000000,78
529,0113083,The Flower of My Secret,Pedro Almodóvar,0,1105265,103
530,0118001,Two Much,Fernando Trueba,24000000,1141556,118
531,0116165,Ed,Bill Couturié,24000000,4422380,94
532,0117891,A Thin Line Between Love and Hate,Martin Lawrence,8000000,35599803,108
533,0113613,The Last Supper,Stacy Title,0,459749,92
534,0117381,Primal Fear,Gregory Hoblit,30000000,102616183,129
535,0115509,All Dogs Go to Heaven 2,Larry Leker,0,8620678,82
536,0114671,Land and Freedom,Ken Loach,2500000,228800,109
537,0112844,Denise Calls Up,Hal Salwen,0,148121,80
538,0114658,Theodore Rex,Jonathan R. Betuel,33500000,0,92
539,0116275,A Family Thing,Richard Pearce,0,10125417,109
540,0113122,Frisk,Todd Verow,0,87433,88
541,0117608,Sgt. Bilko,Jonathan Lynn,39000000,37956793,94
542,0113448,Jack & Sarah,Tim Sullivan,0,218626,110
543,0116414,Girl 6,Spike Lee,12000000,4939939,108
544,0116095,Diabolique,Jeremiah S. Chechik,0,17100266,107
545,0113947,Nelly & Monsieur Arnaud,Claude Sautet,0,955708,106
546,0115956,Courage Under Fire,Edward Zwick,46000000,100860818,116
547,0117060,Mission: Impossible,Brian De Palma,80000000,457696391,110
548,0109028,Cold Fever,Friðrik Þór Friðriksson,130000000,0,83
549,0117071,Moll Flanders,Pen Densham,0,3486957,123
550,0116136,DragonHeart,Rob Cohen,57000000,115267375,103
551,0116168,Eddie,Steve Rash,30000000,31387164,100
552,0116683,James and the Giant Peach,Henry Selick,38000000,28946127,79
553,0116287,Fear,James Foley,0,20831000,97
554,0116768,Kids in the Hall: Brain Candy,Kelly Makin,0,2654308,89
555,0114787,Underground,Emir Kusturica,14000000,182134,167
556,0112536,Bloodsport 2,Alan Mehrez,0,684351,90
557,0048473,Pather Panchali,Satyajit Ray,0,135342,125
558,0052572,The World of Apu,Satyajit Ray,0,134241,105
559,0117128,Mystery Science Theater 3000: The Movie,Jim Mallon,0,1007306,73
560,0117705,Space Jam,Joe Pytka,80000000,230594962,88
561,0062711,Barbarella,Roger Vadim,9000000,1622,98
562,0108181,Some Folks Call It a Sling Blade,George Hickenlooper,0,0,0
563,0114307,The Run of the Country,Peter Yates,0,0,109
564,0058898,Alphaville,Jean-Luc Godard,220000,66651,99
565,0113443,It's My Party,Randal Kleiser,0,622503,110
566,0114048,Operation Dumbo Drop,Simon Wincer,0,24670346,107
567,0117104,Mrs. Winterbourne,Richard Benjamin,25000000,10082005,105
568,0117688,Solo,Norberto Barba,19000000,5107669,94
569,0117774,The Substitute,Robert Mandel,0,14818176,114
570,0114736,True Crime,Pat Verducci,0,0,94
571,0116289,Feeling Minnesota,Steven Baigelman,0,3124440,99
572,0109593,Delta of Venus,Zalman King,0,63174,102
573,0112368,Angus,Patrick Read Johnson,0,4821759,90
574,0115742,Boys,Stacy Cochran,0,516349,86
575,0117420,The Quest,Jean-Claude Van Damme,30000000,57400547,95
576,0117784,Sunset Park,Steve Gomer,0,10163782,99
577,0117107,Mulholland Falls,Lee Tamahori,29000000,11526099,107
578,0117979,The Truth About Cats & Dogs,Michael Lehmann,0,34861807,97
579,0095776,Oliver & Company,George Scribner,31000000,74151346,74
580,0115851,Celtic Pride,Tom DeCerchio,0,9255027,91
581,0116322,Flipper,Alan Shapiro,25530000,20080020,95
582,0112817,Dead Man,Jim Jarmusch,9000000,1085079,121
583,0113362,The Horseman on the Roof,Jean-Paul Rappeneau,0,1320043,118
584,0108500,The Visitors,Jean-Marie Poiré,50000000,659810,107
585,0117108,Multiplicity,Harold Ramis,45000000,21075014,117
586,0113270,The Haunted World of Edward D. Wood Jr.,Brett Thompson,0,0,89
587,0115963,The Craft,Andrew Fleming,15000000,24825844,101
588,0116448,The Great White Hype,Reginald Hudlin,0,8008255,91
589,0116827,Last Dance,Bruce Beresford,0,5939449,103
590,0112701,Cold Comfort Farm,John Schlesinger,0,5682429,105
591,0116508,Heaven's Prisoners,Phil Joanou,25000000,5009305,132
592,0117500,The Rock,Michael Bay,75000000,335062621,136
593,0109592,Cemetery Man,Michele Soavi,4000000,253986,103
594,0117998,Twister,Jan de Bont,92000000,494580615,113
595,0115624,Barb Wire,David Hogan,9000000,3793614,98
596,0113568,Ghost in the Shell,Mamoru Oshii,330000000,968116,83
597,0117894,Thinner,Tom Holland,8000000,15315484,93
598,0117723,Spy Hard,Rick Friedberg,18000000,26960191,81
599,0112691,Wallace & Gromit: A Close Shave,Nick Park,0,20909,0
600,0117768,The Stupids,John Landis,25000000,2491989,94
601,0115571,The Arrival,David Twohy,25000000,14063331,115
602,0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,1800000,9631984,95
603,0109688,Ashes of Time,Director,40000000,2009694,93
604,0110480,Maya Lin: A Strong Clear Vision,Freida Lee Mock,0,62186,105
605,0108211,Stalingrad,Joseph Vilsmaier,20000000,152972,134
606,0117331,The Phantom,Simon Wincer,45000000,17330678,100
607,0117765,Striptease,Andrew Bergman,40000000,113309743,115
608,0113280,Heavy,James Mangold,0,941414,105
609,0116669,Jack,Francis Ford Coppola,45000000,58620973,113
610,0116594,I Shot Andy Warhol,Mary Harron,0,1875527,103
611,0070820,Touki Bouki,Djibril Diop Mambéty,0,180,85
612,0063715,Spirits of the Dead,Federico Fellini,0,0,121
613,0117951,Trainspotting,Danny Boyle,1500000,16992984,93
614,0118523,'Til There Was You,Scott Winant,23000000,3525125,113
615,0116629,Independence Day,Roland Emmerich,75000000,817400891,145
616,0117737,Stealing Beauty,Bernardo Bertolucci,10000000,4900436,118
617,0116277,The Fan,Tony Scott,55000000,18626419,116
618,0116583,The Hunchback of Notre Dame,Gary Trousdale,100000000,325338851,91
619,0115798,The Cable Guy,Ben Stiller,47000000,102825796,96
620,0116778,Kingpin,Bobby Farrelly,27000000,25023434,114
621,0116213,Eraser,Chuck Russell,100000000,242295562,115
622,0117218,The Nutty Professor,Tom Shadyac,54000000,273961019,95
623,0111546,Un été inoubliable,Lucian Pintilie,0,0,82
624,0113610,"The Last Klezmer: Leopold Kozlowski, His Life and Music",Yale Strom,0,0,85
625,0111237,Somebody to Love,Alexandre Rockwell,0,18112,102
626,0116040,Daylight,Rob Cohen,80000000,159212469,114
627,0116365,The Frighteners,Peter Jackson,30000000,29359216,110
628,0116905,Lone Star,John Sayles,5000000,12421583,135
629,0116493,Harriet the Spy,Bronwen Hughes,12000000,26570048,100
630,0117333,Phenomenon,Jon Turteltaub,32000000,152036382,123
631,0118113,Walking and Talking,Nicole Holofcener,1000000,1287480,86
632,0117628,She's the One,Edward Burns,3500000,9538948,96
633,0117913,A Time to Kill,Joel Schumacher,40000000,152266007,149
634,0115530,American Buffalo,Michael Corrente,0,665450,88
635,0115493,Alaska,Fraser C. Heston,23000000,11829959,109
636,0116320,Fled,Kevin Hooks,25000000,17193231,98
637,0116756,Kazaam,Paul Michael Glaser,20000000,18937262,93
638,0116823,Larger Than Life,Howard Franklin,30000000,8315693,93
639,0118073,A Very Brady Sequel,Arlene Sanford,12000000,21440752,90
640,0061495,The Collector,Éric Rohmer,0,7077,86
641,0110246,Kaspar Hauser,Peter Sehr,0,0,139
642,0115472,The Adventures of Pinocchio,Steve Barron,25000000,15094530,96
643,0116707,Joe's Apartment,John Payson,13000000,4619014,80
644,0116313,The First Wives Club,Hugh Wilson,26000000,181489203,103
645,0117438,Ransom,Ron Howard,80000000,309492681,121
646,0116531,High School High,Hart Bochner,0,21302121,86
647,0116353,Foxfire,Annette Haywood-Carter,0,269300,102
648,0115857,Chain Reaction,Andrew Davis,50000000,60209334,107
649,0117008,Matilda,Danny DeVito,36000000,33462584,98
650,0116191,Emma,Douglas McGrath,6000000,22231658,0
651,0115986,The Crow: City of Angels,Tim Pope,13000000,17917287,84
652,0116571,House Arrest,Harry Winer,0,7032782,108
653,0053459,Eyes Without a Face,Georges Franju,0,62793,90
654,0117826,Bordello of Blood,Gilbert Adler,13000000,5781045,87
655,0117718,The Spitfire Grill,Lee David Zlotoff,6000000,12658486,117
656,0116225,Escape from L.A.,John Carpenter,50000000,25477365,101
657,0115632,Basquiat,Julian Schnabel,3300000,3046785,107
658,0117918,Tin Cup,Ron Shelton,45000000,53854588,135
659,0068646,The Godfather,Francis Ford Coppola,6000000,250342198,175
660,0104558,Supercop,Stanley Tong,900000,16270600,91
661,0115736,Bound,Lana Wachowski,4500000,3803441,109
662,0115836,Carpool,Arthur Hiller,17000000,3325651,89
663,0116745,Kansas City,Robert Altman,19000000,1356828,116
664,0119214,Gone Fishin',Christopher Cain,53000000,19745922,94
665,0110693,Nothing to Lose,Izidore K. Musallam,0,0,83
666,0106544,Supercop 2,Stanley Tong,0,0,104
667,0120004,The Relic,Peter Hyams,40000000,33956608,110
668,0116654,The Island of Dr. Moreau,John Frankenheimer,40000000,49627779,96
669,0116311,First Kid,David Mickey Evans,0,26491793,101
670,0117965,The Trigger Effect,David Koepp,8000000,3622979,94
671,0115725,Bogus,Norman Jewison,30000000,4357406,110
672,0115783,Bulletproof,Ernest R. Dickerson,25000000,22611954,84
673,0113596,The Land Before Time III: The Time of the Great Giving,Roy Allen Smith,0,0,71
674,0109001,1-900,Theo van Gogh,0,0,87
675,0113253,Halloween: The Curse of Michael Myers,Joe Chappelle,5000000,15116634,87
676,0117991,Twelfth Night,Trevor Nunn,5000000,588621,134
677,0117093,Mother Night,Keith Gordon,6000000,403701,114
678,0111019,Wild Reeds,André Téchiné,0,807775,110
679,0035896,For Whom the Bell Tolls,Sam Wood,3000000,0,170
680,0032904,The Philadelphia Story,George Cukor,944000,414976,112
681,0045152,Singin' in the Rain,Stanley Donen,2540800,2096442,103
682,0043278,An American in Paris,Vincente Minnelli,2723903,275077,114
683,0050419,Funny Face,Stanley Donen,3000000,1669,103
684,0054698,Breakfast at Tiffany's,Blake Edwards,2500000,600922,115
685,0052357,Vertigo,Alfred Hitchcock,2479000,7971440,128
686,0047396,Rear Window,Alfred Hitchcock,1000000,37905475,112
687,0025316,It Happened One Night,Frank Capra,325000,16993,105
688,0036855,Gaslight,George Cukor,0,2391,114
689,0025164,The Gay Divorcee,Mark Sandrich,520000,6879,107
690,0053125,North by Northwest,Alfred Hitchcock,3101000,197920,136
691,0053604,The Apartment,Billy Wilder,3000000,18783770,125
692,0053291,Some Like It Hot,Billy Wilder,2883848,208786,121
693,0056923,Charade,Stanley Donen,3000000,175119,113
694,0034583,Casablanca,Michael Curtiz,950000,4731471,102
695,0033870,The Maltese Falcon,John Huston,375000,41740,100
696,0058385,My Fair Lady,George Cukor,17000000,72685970,170
697,0047437,Sabrina,Billy Wilder,2238813,3985,113
698,0046250,Roman Holiday,William Wyler,1500000,103197,118
699,0031580,The Little Princess,Walter Lang,1000000,0,93
700,0037059,Meet Me in St. Louis,Vincente Minnelli,1700000,502844,113
701,0032138,The Wizard of Oz,Victor Fleming,2777000,25637669,102
702,0031381,Gone with the Wind,Victor Fleming,3977000,402382193,238
703,0084370,My Favorite Year,Richard Benjamin,7900000,20123620,92
704,0043014,Sunset Boulevard,Billy Wilder,1752000,310954,110
705,0033467,Citizen Kane,Orson Welles,839727,1711106,119
706,0062622,2001: A Space Odyssey,Stanley Kubrick,12000000,66890296,149
707,0042192,All About Eve,Joseph L. Mankiewicz,1400000,154974,138
708,0032143,The Women,George Cukor,1688000,16161,133
709,0032976,Rebecca,Alfred Hitchcock,1288000,113328,130
710,0032484,Foreign Correspondent,Alfred Hitchcock,1500000,782,0
711,0038787,Notorious,Alfred Hitchcock,2000000,117330,102
712,0038109,Spellbound,Alfred Hitchcock,1696377,19288,111
713,0050105,An Affair to Remember,Leo McCarey,0,3873965,115
714,0048728,To Catch a Thief,Alfred Hitchcock,2500000,7117,106
715,0042451,Father of the Bride,Vincente Minnelli,0,89,92
716,0045537,The Band Wagon,Vincente Minnelli,2169120,15009,112
717,0031725,Ninotchka,Ernst Lubitsch,1365000,2477,110
718,0050658,Love in the Afternoon,Billy Wilder,2100000,718,130
719,0051658,Gigi,Vincente Minnelli,3319355,0,115
720,0029843,The Adventures of Robin Hood,Michael Curtiz,1900000,5742,102
721,0032762,The Mark of Zorro,Rouben Mamoulian,1000000,10248,94
722,0037008,Laura,Otto Preminger,1020000,151,88
723,0039420,The Ghost and Mrs. Muir,Joseph L. Mankiewicz,0,29545,104
724,0029162,Lost Horizon,Frank Capra,4000000,0,132
725,0027125,Top Hat,Mark Sandrich,609000,13592,101
726,0035446,To Be or Not to Be,Ernst Lubitsch,0,4578000,99
727,0028010,My Man Godfrey,Gregory La Cava,656000,0,94
728,0049261,Giant,George Stevens,5400000,32857066,201
729,0048028,East of Eden,Elia Kazan,0,29934,118
730,0025878,The Thin Man,W.S. Van Dyke,226408,0,91
731,0032599,His Girl Friday,Howard Hawks,0,330,92
732,0048960,Around the World in 80 Days,Michael Anderson,6000000,42009549,175
733,0038650,It's a Wonderful Life,Frank Capra,3180000,10635461,130
734,0031679,Mr. Smith Goes to Washington,Frank Capra,1900000,146123,129
735,0029947,Bringing Up Baby,Howard Hawks,1073000,13054,102
736,0034012,Penny Serenade,George Stevens,0,0,119
737,0025586,Of Human Bondage,John Cromwell,403000,0,83
738,0027893,Little Lord Fauntleroy,John Cromwell,0,0,102
739,0041509,The Inspector General,Henry Koster,2873000,0,102
740,0026029,The 39 Steps,Alfred Hitchcock,50000,54096,86
741,0063350,Night of the Living Dead,George A. Romero,114000,238101,96
742,0043265,The African Queen,John Huston,1000000,46305,105
743,0046414,Beat the Devil,John Huston,1000000,0,89
744,0051459,Cat on a Hot Tin Roof,Richard Brooks,3000000,1872,108
745,0033891,Meet John Doe,Frank Capra,0,0,122
746,0022879,A Farewell to Arms,Frank Borzage,799520,0,80
747,0114007,Nothing Personal,Thaddeus O'Sullivan,0,40374,86
748,0118927,Dangerous Ground,Darrell Roodt,0,5406742,95
749,0048491,Picnic,Joshua Logan,0,0,115
750,0117357,The Pompatus of Love,Richard Schenkman,0,0,99
751,0116329,Fly Away Home,Carroll Ballard,22000000,25143818,107
752,0118742,Bliss,Lance Young,0,294064,103
753,0116442,Grace of My Heart,Allison Anders,5000000,660313,116
754,0117011,Maximum Risk,Ringo Lam,25000000,14502483,101
755,0117039,Michael Collins,Neil Jordan,25000000,11136590,133
756,0116635,Infinity,Matthew Broderick,0,195170,119
757,0115678,Big Night,Campbell Scott,4100000,12009094,109
758,0116830,Last Man Standing,Walter Hill,67000000,47267001,101
759,0117603,Set It Off,F. Gary Gray,9000000,41590886,123
760,0115438,2 Days in the Valley,John Herzfeld,0,11132210,104
761,0116259,Extreme Measures,Michael Apted,38000000,17380126,118
762,0116421,The Glimmer Man,John Gray,45000000,20351264,91
763,0116000,D3: The Mighty Ducks,Robert Lieberman,0,22955097,104
764,0115862,The Chamber,James Foley,50000000,22540359,113
765,0072653,The Apple Dumpling Gang,Norman Tokar,0,36853000,100
766,0047977,Davy Crockett: King of the Wild Frontier,Norman Foster,0,0,93
767,0072951,Escape to Witch Mountain,John Hough,0,20000000,97
768,0064603,The Love Bug,Robert Stevenson,0,51264022,108
769,0071607,Herbie Rides Again,Robert Stevenson,0,38229000,88
770,0050798,Old Yeller,Robert Stevenson,0,91,83
771,0055277,The Parent Trap,David Swift,0,29650385,129
772,0054195,Pollyanna,David Swift,0,0,134
773,0107131,Homeward Bound: The Incredible Journey,Duwayne Dunham,0,41833324,84
774,0053271,The Shaggy Dog,Charles Barton,0,0,104
775,0054357,Swiss Family Robinson,Ken Annakin,5000000,40359745,126
776,0059793,That Darn Cat!,Robert Stevenson,0,0,116
777,0046672,"20,000 Leagues Under the Sea",Richard Fleischer,9000000,746,127
778,0106611,Cool Runnings,Jon Turteltaub,14000000,154856263,98
779,0109127,Angels in the Outfield,William Dear,24000000,50236831,102
780,0042332,Cinderella,Clyde Geronimi,2900000,96383387,74
781,0063819,Winnie the Pooh and the Blustery Day,Wolfgang Reitherman,0,0,0
782,0038166,The Three Caballeros,Directors,0,0,71
783,0057546,The Sword in the Stone,Wolfgang Reitherman,3000000,12000000,79
784,0102798,Robin Hood: Prince of Thieves,Kevin Reynolds,48000000,390493908,143
785,0058331,Mary Poppins,Robert Stevenson,6000000,103126221,139
786,0033563,Dumbo,Directors,950000,112581,64
787,0076538,Pete's Dragon,Don Chaffey,10000000,39588000,128
788,0066817,Bedknobs and Broomsticks,Robert Stevenson,20000000,844,117
789,0043274,Alice in Wonderland,Directors,3000000,1246,75
790,0082406,The Fox and the Hound,Directors,12000000,63456988,83
791,0116361,Freeway,Matthew Bright,3000000,295493,104
792,0059742,The Sound of Music,Robert Wise,8200000,159500547,172
793,0095016,Die Hard,John McTiernan,28000000,143651650,132
794,0104692,The Lawnmower Man,Brett Leonard,10000000,32100816,108
795,0117582,The Secret Agent,Christopher Hampton,7000000,106606,95
796,0117589,Secrets & Lies,Mike Leigh,4500000,13417292,136
797,0117887,That Thing You Do!,Tom Hanks,26000000,34585416,108
798,0117924,To Gillian on Her 37th Birthday,Michael Pressman,0,4189233,93
799,0115640,Beautiful Thing,Hettie Macdonald,0,2176488,90
800,0116908,The Long Kiss Goodnight,Renny Harlin,65000000,89456761,121
801,0116409,The Ghost and the Darkness,Stephen Hopkins,55000000,38619959,110
802,0116913,Looking for Richard,Al Pacino,0,1408575,111
803,0117958,Trees Lounge,Steve Buscemi,1300000,749741,95
804,0117202,Normal Life,John McNaughton,0,22891,101
805,0116404,Get on the Bus,Spike Lee,2400000,5754249,0
806,0120107,Shadow Conspiracy,George P. Cosmatos,45000000,2312463,103
807,0116722,Jude,Michael Winterbottom,7000000,409144,123
808,0116242,Everyone Says I Love You,Woody Allen,20000000,9759200,101
809,0117509,Romeo + Juliet,Baz Luhrmann,14500000,147554998,0
810,0117802,Swingers,Doug Liman,200000,4555020,96
811,0117665,Sleepers,Barry Levinson,44000000,165615285,147
812,0115491,Aladdin and the King of Thieves,Tad Stones,0,0,81
813,0029546,Shall We Dance,Mark Sandrich,991000,6662,109
814,0039286,Crossfire,Edward Dmytryk,250000,0,86
815,0067992,Willy Wonka & the Chocolate Factory,Mel Stuart,3000000,687741,100
816,0055018,The Innocents,Jack Clayton,430000,30221,100
817,0070707,Sleeper,Woody Allen,2000000,18344868,89
818,0066808,Bananas,Woody Allen,2000000,136200,82
819,0095159,A Fish Called Wanda,Charles Crichton,7500000,62493712,108
820,0079470,Monty Python's Life of Brian,Terry Jones,4000000,20833252,94
821,0084865,Victor/Victoria,Blake Edwards,0,28229440,134
822,0068334,The Candidate,Michael Ritchie,1500000,0,110
823,0059243,The Great Race,Blake Edwards,12000000,0,160
824,0061418,Bonnie and Clyde,Arthur Penn,2500000,2560,111
825,0052027,The Old Man and the Sea,John Sturges,5000000,67740,86
826,0046912,Dial M for Murder,Alfred Hitchcock,1400000,45313,105
827,0092890,Dirty Dancing,Emile Ardolino,6000000,214577242,100
828,0105236,Reservoir Dogs,Quentin Tarantino,1200000,2932006,99
829,0091763,Platoon,Oliver Stone,6000000,138546255,0
830,0098627,Weekend at Bernie's,Ted Kotcheff,0,30218387,97
831,0103772,Basic Instinct,Paul Verhoeven,49000000,352927224,127
832,0101761,The Doors,Oliver Stone,38000000,34515936,140
833,0104036,The Crying Game,Neil Jordan,2300000,62549086,112
834,0104348,Glengarry Glen Ross,James Foley,12500000,10726612,100
835,0084707,Sophie's Choice,Alan J. Pakula,12000000,30036166,150
836,0083866,E.T. the Extra-Terrestrial,Steven Spielberg,10500000,797307407,115
837,0029992,A Christmas Carol,Edwin L. Marin,0,0,69
838,0099371,Days of Thunder,Tony Scott,60000000,157920733,107
839,0092099,Top Gun,Tony Scott,15000000,357288178,109
840,0048545,Rebel Without a Cause,Nicholas Ray,1500000,219735,111
841,0044081,A Streetcar Named Desire,Elia Kazan,1800000,54695,122
842,0115885,Children of the Corn: The Gathering,Greg Spence,0,0,85
843,0102336,Loser,Erik Burke,0,0,84
844,0117040,Microcosmos,Claude Nuridsany,5000000,1433210,80
845,0117284,Palookaville,Alan Taylor,0,365284,92
846,0116378,The Funeral,Abel Ferrara,12500000,1227553,99
847,0113057,A Single Girl,Benoît Jacquot,0,230049,90
848,0116581,The Eighth Day,Jaco Van Dormael,25000000,33031984,118
849,0112907,Drunks,Peter Cohn,0,38268,90
850,0117318,The People vs. Larry Flynt,Milos Forman,36000000,20300385,130
851,0116422,Glory Daze,Rich Wilkes,0,15134,100
852,0117320,A Perfect Candidate,R.J. Cutler,0,134485,105
853,0082846,On Golden Pond,Mark Rydell,7500000,119285810,109
854,0072081,The Return of the Pink Panther,Blake Edwards,5000000,41833423,113
855,0101775,Drop Dead Fred,Ate de Jong,6788000,13884358,103
856,0096754,The Abyss,James Cameron,70000000,90520202,140
857,0080749,The Fog,John Carpenter,1100000,21448830,89
858,0082340,Escape from New York,John Carpenter,6000000,25276664,99
859,0082533,The Howling,Joe Dante,1000000,17985893,91
860,0091288,Jean de Florette,Claude Berri,0,4940939,0
861,0091480,Manon of the Spring,Claude Berri,0,3940542,113
862,0081375,Private Benjamin,Howard Zieff,9500000,69847348,109
863,0071853,Monty Python and the Holy Grail,Terry Gilliam,229575,2931902,91
864,0116587,Hustler White,Rick Castro,0,0,79
865,0116212,Entertaining Angels: The Dorothy Day Story,Michael Ray Rhodes,0,0,110
866,0116886,The Line King: The Al Hirschfeld Story,Susan Warms Dryfoos,0,50605,86
867,0118147,When We Were Kings,Leon Gast,0,2789985,88
868,0108598,Wallace & Gromit: The Wrong Trousers,Nick Park,0,0,0
869,0084589,The Return of Martin Guerre,Daniel Vigne,0,3723036,112
870,0109781,Faust,Jan Svankmajer,0,2117923,97
871,0034493,The Children Are Watching Us,Vittorio De Sica,0,0,84
872,0078875,The Tin Drum,Volker Schlöndorff,0,7469,142
873,0069198,The Ruling Class,Peter Medak,0,0,154
874,0110521,Mina Tannenbaum,Martine Dugowson,0,0,128
